section,offence_name,class,minimum_indictable,maximum_indictable,minimum_summary,maximum_summary
cc436.1,possession of incendiary material,,5y,,summary
cc437,false alarm of fire,,2y,,summary
cc438(1),interfering with saving of wrecked vessel,,5y,,summary
cc438(2),interfering with saving of wreck,,,,summary
cc439,interfering with marine signal,,10y,,summary
cc440,removing natural bar without permission,,2y,,summary
cc441,occupant injuring building,,5y,,summary
cc442,interfering with boundary lines,,,,summary
cc443,interfering with international boundary marks,,5y,,summary
cc445,injuring or endangering other animals,,5y,,10000$-729d-729d&10000$
cc445.01(2)(a),killing or injuring certain animals — law enforcement animal killed,6m,5y,,
cc445.01(2)(b),killing or injuring certain animals,,5y,,10000$-729d-729d&10000$
cc445.1,causing unnecessary suffering — animals,,5y,,10000$-729d-729d&10000$
cc445.2,owning or breeding cetaceans,,,,200000$
cc446,causing damage or injury — animals,,2y,,summary
cc447,arena for animal fighting,,5y,,10000$-729d-729d&10000$
cc449,making — counterfeit money,,14y,,
cc450,possession — counterfeit money,,14y,,
cc451,having clippings produced by altering currency,,5y,,summary
cc452,uttering counterfeit money,,14y,,
cc453,uttering coin,,2y,,summary
cc454,possess or manufacture slugs and tokens,,,,summary
cc455,clipping and uttering clipped coin,,14y,,
cc456,defacing current coins,,,,summary
cc457,likeness of bank notes,,,,summary
cc458,making having or dealing in instruments for counterfeiting,,14y,,
cc459,conveying instruments for coining out of mint,,14y,,
cc460,advertising and dealing in counterfeit money,,5y,,summary
cc462.31(1),laundering proceeds of crime,,10y,,summary
cc462.31(2.1),laundering proceeds of crime — criminal organization,,14y,,
cc463(a),attempts accessories — punishable by life,,14y,,
cc463(b),attempts accessories — punishable by 14y or less,,7y,,
cc463(c),attemps accessories — summary conviction,,,,summary
cc463(d),attempts accessories — hybrid,,7y,,summary
cc464,counselling offence that is not committed — indictable,,14y,,summary
cc465(1)(a),conspiracy — murder,,life,,
cc465(1)(b)(i),conspiracy — indictable punishable by 14y or less,,10y,,summary
cc145(1)(b)(ii),conspiracy — indictable punihsable by less than 14y,,5y,,summary
cc465(1)(c),conspiracy — indictable — other,,life,,
cc465(1)(d),conspiracy — summary,,,,summary
cc467.11,participation in activities of criminal organization,,5y,,summary
cc467.111(a),recruitment of members by a criminal organization — victim under 18,6m,5y,,
cc467.111(b),recruitment of members by a criminal organization,,5y,,
cc467.12,commission of offence for criminal organization,,14y,,
cc467.13,instructing commission of offence for criminal organization,,life,,
cc486.6,failure to comply with publication ban — victims and witnesses,,,,summary
cc487.0197,failure to comply with preservation demand,,,,5000$
cc487.0198,failure to comply with preservation or production order,,,,250000$-729d-729d&250000$
cc487.0199,failure to comply with destruction order,,,,summary
cc487.0552,failure to comply with order or summons,,2y,,summary
cc487.08(3),improper use of bodily substances seized — warrant,,,,summary
cc487.08(4),improper use of bodily substances seized — order authorization,,2y,,summary
cc490.031,failure to comply with soira or nda order,,10000$-729d-729d&10000$,,10000$-729d-729d&10000$
cc490.311,providing false information re soira,,10000$-729d-729d&10000$,,10000$-729d-729d&10000$
cc490.0312,failure to advise police re soira,,,,summary
cc490.8,failure to comply with restraint order,,5y,,summary
cc517,failure to comply with publication ban — bail,,,,summary
cc539,failure to comply with publication ban — preliminary inquiry evidence,,,,summary
cc542,failure to comply with publication ban — preliminary inquiry documents,,,,summary
cc648,failure to comply with publication ban — jury evidence,,,,summary
cc649,disclosure of jury proceedings,,,,summary
cc672.37,improper application for federal employment,,,,summary
672.501,failure to comply with order restricting publication — sexual offences,,,,summary
cc708,contempt,,,,100$-90d-90d&100$
cc732.11,improper use or disclosure of bodily substances seized — probatin order,,,,summary
cc733.1,failure to comply with probation order,,4y,,summary
cc742.31,improper use or disclosure of bodily substances seized — conditional sentence,,,,summary
cc743.21,failure to comply with non-communication order — conditional sentence order,,2y,,summary
cc753.3,failure to comply with long-term supervision order,,10y,,summary
cc810.4,improper use or disclosure of bodily substances seized — recognizance,,,,summary
cc811,breach of recognizance,,4y,,summary
